City,Date,PM2.5,PM10,NO2,CO,O3,SO2,AQI,AQI_Bucket
Hyderabad,2018-04-02,37.91,75.96,38.98,0.72,44.0,5.28,84.0,Satisfactory
Hyderabad,2018-04-03,51.35,97.31,40.96,0.78,41.0,5.64,99.0,Satisfactory
Hyderabad,2018-04-04,44.94,91.88,39.39,0.72,50.85,5.82,101.0,Moderate
Hyderabad,2018-04-05,41.51,86.82,36.55,0.67,43.49,4.72,92.0,Satisfactory
Hyderabad,2018-04-06,46.87,103.01,42.39,0.74,46.02,5.68,98.0,Satisfactory
Hyderabad,2018-04-07,35.9,79.03,50.76,0.76,49.0,9.13,93.0,Satisfactory
Hyderabad,2018-04-08,30.27,61.55,35.94,0.67,44.24,5.05,85.0,Satisfactory
Hyderabad,2018-04-09,40.26,91.86,41.16,0.71,47.22,6.94,95.0,Satisfactory
Hyderabad,2018-04-10,35.54,97.46,38.69,0.79,37.75,6.42,98.0,Satisfactory
Hyderabad,2018-04-11,27.63,72.09,31.01,0.68,31.17,6.12,88.0,Satisfactory
Hyderabad,2018-04-12,31.58,79.04,42.54,0.67,38.29,7.29,83.0,Satisfactory
Hyderabad,2018-04-13,25.24,66.21,33.9,0.56,38.8,5.19,83.0,Satisfactory
Hyderabad,2018-04-14,23.05,58.22,30.02,0.69,40.13,4.9,79.0,Satisfactory
Hyderabad,2018-04-15,29.71,63.54,31.86,0.83,27.82,5.47,73.0,Satisfactory
Hyderabad,2018-04-16,45.86,103.38,45.36,0.9,36.09,8.34,100.0,Satisfactory
Hyderabad,2018-04-17,34.29,90.45,38.79,0.72,41.82,5.64,99.0,Satisfactory
Hyderabad,2018-04-18,37.19,92.25,35.18,0.61,45.82,9.98,93.0,Satisfactory
Hyderabad,2018-04-19,43.52,118.3,44.05,0.77,39.18,10.51,108.0,Moderate
Hyderabad,2018-04-20,42.38,120.61,44.88,0.86,37.27,9.2,117.0,Moderate
Hyderabad,2018-04-21,49.14,139.55,51.13,0.9,31.15,10.1,122.0,Moderate
Hyderabad,2018-04-22,42.97,110.65,39.3,0.75,43.31,7.55,117.0,Moderate
Hyderabad,2018-04-23,33.12,80.06,28.02,0.56,49.31,6.52,90.0,Satisfactory
Hyderabad,2018-04-24,33.09,95.19,35.48,0.54,51.74,6.92,90.0,Satisfactory
Hyderabad,2018-04-25,35.61,86.24,29.59,0.6,53.56,6.07,104.0,Moderate
Hyderabad,2018-04-26,38.11,92.67,35.66,0.62,52.61,6.99,94.0,Satisfactory
Hyderabad,2018-04-27,39.78,99.47,35.85,0.68,52.49,7.12,101.0,Moderate
Hyderabad,2018-04-28,39.85,86.22,30.66,0.52,46.38,6.84,94.0,Satisfactory
Hyderabad,2018-04-29,43.44,95.6,30.99,0.59,49.28,7.72,102.0,Moderate
Hyderabad,2018-04-30,44.84,106.84,39.52,0.7,44.31,9.74,103.0,Moderate
Hyderabad,2018-05-01,43.83,133.09,32.08,0.57,45.47,7.94,116.0,Moderate
Hyderabad,2018-05-02,36.08,95.82,31.21,0.7,48.88,5.92,101.0,Moderate
Hyderabad,2018-05-03,31.39,86.12,27.73,0.56,48.87,5.45,98.0,Satisfactory
Hyderabad,2018-05-04,19.59,48.18,31.67,0.62,50.95,6.1,81.0,Satisfactory
Hyderabad,2018-05-05,28.81,68.37,30.11,0.6,51.31,5.94,74.0,Satisfactory
Hyderabad,2018-05-06,31.91,81.65,28.95,0.58,47.6,6.47,83.0,Satisfactory
Hyderabad,2018-05-07,33.68,93.43,28.72,0.58,51.78,6.91,93.0,Satisfactory
Hyderabad,2018-05-08,43.05,110.15,43.5,0.97,46.9,7.8,111.0,Moderate
Hyderabad,2018-05-09,44.32,101.87,37.73,0.67,43.87,6.11,112.0,Moderate
Hyderabad,2018-05-10,33.83,74.91,31.53,0.63,45.59,5.28,101.0,Moderate
Hyderabad,2018-05-11,32.76,80.97,31.48,0.66,50.78,6.44,95.0,Satisfactory
Hyderabad,2018-05-12,33.05,81.54,31.04,0.64,50.32,5.79,96.0,Satisfactory
Hyderabad,2018-05-13,31.85,76.51,32.48,0.74,61.46,6.11,101.0,Moderate
Hyderabad,2018-05-14,29.86,67.84,26.02,0.64,56.79,5.38,100.0,Satisfactory
Hyderabad,2018-05-15,24.49,46.54,24.04,0.68,51.51,4.84,87.0,Satisfactory
Hyderabad,2018-05-16,41.89,90.88,33.42,0.78,48.44,8.26,85.0,Satisfactory
Hyderabad,2018-05-17,43.47,103.29,41.31,0.9,39.03,9.18,106.0,Moderate
Hyderabad,2018-05-18,37.31,88.67,35.51,0.62,45.12,6.93,89.0,Satisfactory
Hyderabad,2018-05-19,47.42,136.63,37.25,0.69,46.38,8.04,103.0,Moderate
Hyderabad,2018-05-20,38.59,106.87,29.22,0.62,62.1,6.25,117.0,Moderate
Hyderabad,2018-05-21,48.33,137.04,32.24,0.91,59.66,6.97,132.0,Moderate
Hyderabad,2018-05-22,42.68,108.84,27.06,0.69,56.37,7.04,120.0,Moderate
Hyderabad,2018-05-23,47.5,122.16,33.71,0.83,52.86,6.22,110.0,Moderate
Hyderabad,2018-05-24,36.41,93.09,32.39,0.78,47.17,6.42,104.0,Moderate
Hyderabad,2018-05-25,42.17,108.46,31.54,0.76,55.12,6.99,119.0,Moderate
Hyderabad,2018-05-26,23.65,67.93,25.79,0.69,36.5,4.39,91.0,Satisfactory
Hyderabad,2018-05-27,26.11,69.28,26.65,0.78,49.07,6.26,83.0,Satisfactory
Hyderabad,2018-05-28,31.17,76.56,25.45,0.72,45.6,5.77,87.0,Satisfactory
Hyderabad,2018-05-29,34.68,91.62,28.48,0.64,46.07,6.41,84.0,Satisfactory
Hyderabad,2018-05-30,31.7,80.59,26.77,0.58,44.57,6.53,89.0,Satisfactory
Hyderabad,2018-05-31,32.57,83.68,25.25,0.83,45.54,5.81,93.0,Satisfactory
Hyderabad,2018-06-01,37.26,77.09,31.53,0.64,52.89,6.76,110.0,Moderate
Hyderabad,2018-06-02,36.7,63.45,35.45,0.77,35.35,6.87,82.0,Satisfactory
Hyderabad,2018-06-03,34.85,73.89,29.14,0.62,44.34,7.11,83.0,Satisfactory
Hyderabad,2018-06-04,30.95,64.8,26.22,0.56,57.7,7.1,89.0,Satisfactory
Hyderabad,2018-06-05,31.51,67.42,30.16,0.62,48.4,7.18,83.0,Satisfactory
Hyderabad,2018-06-06,31.33,62.83,29.59,0.64,47.76,7.06,84.0,Satisfactory
Hyderabad,2018-06-07,19.68,25.82,22.53,0.61,47.94,5.17,69.0,Satisfactory
Hyderabad,2018-06-08,19.43,33.87,22.16,0.71,40.15,6.1,68.0,Satisfactory
Hyderabad,2018-06-09,20.03,42.57,22.16,0.68,33.8,6.84,64.0,Satisfactory
Hyderabad,2018-06-10,16.49,32.8,20.62,0.64,22.52,7.35,52.0,Satisfactory
Hyderabad,2018-06-11,22.31,55.94,23.24,0.66,18.82,8.45,53.0,Satisfactory
Hyderabad,2018-06-12,29.92,88.06,23.7,0.66,17.16,10.11,70.0,Satisfactory
Hyderabad,2018-06-13,30.85,89.47,21.31,0.6,19.6,7.58,84.0,Satisfactory
Hyderabad,2018-06-14,34.44,92.58,23.31,0.54,17.53,8.26,86.0,Satisfactory
Hyderabad,2018-06-15,27.83,86.25,20.05,0.57,20.79,9.66,86.0,Satisfactory
Hyderabad,2018-06-16,22.9,63.65,20.48,0.6,22.0,8.96,67.0,Satisfactory
Hyderabad,2018-06-17,21.99,66.18,20.32,0.57,19.71,9.83,67.0,Satisfactory
Hyderabad,2018-06-18,17.2,48.97,20.17,0.58,19.88,8.6,59.0,Satisfactory
Hyderabad,2018-06-19,14.61,29.85,18.2,0.53,23.9,6.94,50.0,Good
Hyderabad,2018-06-20,15.27,26.79,21.39,0.44,27.49,6.5,58.0,Satisfactory
Hyderabad,2018-06-21,10.31,33.35,22.02,0.46,27.79,6.21,52.0,Satisfactory
Hyderabad,2018-06-22,21.26,45.55,28.03,0.49,25.78,6.19,56.0,Satisfactory
Hyderabad,2018-06-23,20.07,34.46,23.78,0.36,23.59,6.35,56.0,Satisfactory
Hyderabad,2018-06-24,16.99,37.87,20.56,0.23,19.13,6.42,41.0,Good
Hyderabad,2018-06-25,16.31,41.38,20.7,0.27,17.31,6.36,41.0,Good
Hyderabad,2018-06-26,16.23,41.54,23.21,0.26,17.5,5.93,41.0,Good
Hyderabad,2018-06-27,17.64,46.04,28.07,0.26,15.07,4.6,44.0,Good
Hyderabad,2018-06-28,18.93,50.36,24.39,0.28,17.65,5.05,46.0,Good
Hyderabad,2018-06-29,18.18,57.2,22.68,0.3,23.37,5.38,65.0,Satisfactory
Hyderabad,2018-06-30,20.85,57.03,26.4,0.33,22.0,6.64,62.0,Satisfactory
Hyderabad,2018-07-01,16.91,39.49,27.03,0.3,25.21,7.1,60.0,Satisfactory
Hyderabad,2018-07-02,16.48,42.25,24.21,0.24,23.96,5.74,53.0,Satisfactory
Hyderabad,2018-07-03,16.28,41.16,23.43,0.26,22.53,5.56,59.0,Satisfactory
Hyderabad,2018-07-04,15.97,58.87,22.07,0.35,21.98,5.95,71.0,Satisfactory
Hyderabad,2018-07-05,13.22,40.07,22.74,0.25,20.08,6.07,68.0,Satisfactory
Hyderabad,2018-07-06,20.05,48.6,26.0,0.3,18.73,5.06,49.0,Good
Hyderabad,2018-07-07,22.74,51.43,27.25,0.34,18.53,5.19,59.0,Satisfactory
Hyderabad,2018-07-08,19.92,45.9,25.11,0.28,20.17,5.61,62.0,Satisfactory
Hyderabad,2018-07-09,16.63,36.37,23.21,0.22,18.43,5.45,44.0,Good
Hyderabad,2018-07-10,19.7,44.03,21.7,0.25,16.26,5.47,48.0,Good
Hyderabad,2018-07-11,19.05,45.74,23.04,0.3,19.91,4.83,54.0,Satisfactory
Hyderabad,2018-07-12,11.93,16.09,22.14,0.25,20.46,4.96,49.0,Good
Hyderabad,2018-07-13,13.21,26.26,20.22,0.27,15.7,6.21,37.0,Good
Hyderabad,2018-07-14,17.97,40.97,26.02,0.28,15.88,6.88,42.0,Good
Hyderabad,2018-07-15,16.12,39.28,25.58,0.31,21.52,6.66,58.0,Satisfactory
Hyderabad,2018-07-16,11.04,20.0,21.19,0.37,16.13,8.75,72.0,Satisfactory
Hyderabad,2018-07-17,12.14,26.59,20.54,0.26,14.86,6.46,38.0,Good
Hyderabad,2018-07-18,14.13,36.01,22.64,0.27,13.58,6.95,33.0,Good
Hyderabad,2018-07-19,14.39,38.34,21.97,0.26,14.75,7.32,45.0,Good
Hyderabad,2018-07-20,12.58,32.59,22.18,0.31,13.12,9.52,37.0,Good
Hyderabad,2018-07-21,19.61,51.45,23.18,0.3,15.35,9.11,41.0,Good
Hyderabad,2018-07-22,19.54,54.49,22.42,0.28,14.36,9.22,55.0,Satisfactory
Hyderabad,2018-07-23,17.69,53.6,21.69,0.26,15.37,7.41,49.0,Good
Hyderabad,2018-07-24,15.64,44.78,21.03,0.32,15.58,5.87,54.0,Satisfactory
Hyderabad,2018-07-25,17.88,53.74,20.4,0.26,16.66,6.55,52.0,Satisfactory
Hyderabad,2018-07-26,14.41,42.62,20.64,0.29,16.19,7.06,54.0,Satisfactory
Hyderabad,2018-07-27,14.52,43.56,24.38,0.27,17.72,6.46,54.0,Satisfactory
Hyderabad,2018-07-28,18.23,55.98,22.38,0.28,18.44,6.09,53.0,Satisfactory
Hyderabad,2018-07-29,26.09,74.2,28.86,0.38,16.26,7.2,72.0,Satisfactory
Hyderabad,2018-07-30,26.02,84.97,25.61,0.32,17.7,6.79,87.0,Satisfactory
Hyderabad,2018-07-31,19.21,66.84,25.13,0.27,17.22,6.8,73.0,Satisfactory
Hyderabad,2018-08-01,21.88,75.6,25.54,0.28,16.38,6.2,72.0,Satisfactory
Hyderabad,2018-08-02,25.77,76.03,27.27,0.36,13.63,6.61,72.0,Satisfactory
Hyderabad,2018-08-03,30.8,101.48,28.85,0.31,15.42,7.02,92.0,Satisfactory
Hyderabad,2018-08-04,23.43,76.16,25.39,0.28,16.46,6.63,90.0,Satisfactory
Hyderabad,2018-08-05,20.2,55.76,27.06,0.31,16.05,6.37,66.0,Satisfactory
Hyderabad,2018-08-06,26.91,71.45,23.75,0.29,16.55,7.05,72.0,Satisfactory
Hyderabad,2018-08-07,18.92,55.72,24.24,0.3,13.97,8.15,54.0,Satisfactory
Hyderabad,2018-08-08,16.17,46.48,24.82,0.28,13.81,7.42,53.0,Satisfactory
Hyderabad,2018-08-09,18.07,37.67,27.7,0.36,12.64,5.9,49.0,Good
Hyderabad,2018-08-10,17.09,41.09,24.89,0.31,14.98,6.07,48.0,Good
Hyderabad,2018-08-11,16.39,29.84,24.46,0.28,11.86,6.09,43.0,Good
Hyderabad,2018-08-12,11.98,28.35,18.71,0.31,14.52,6.15,47.0,Good
Hyderabad,2018-08-13,11.66,24.68,17.79,0.32,13.69,6.65,42.0,Good
Hyderabad,2018-08-14,16.97,46.65,27.16,0.31,10.2,7.29,41.0,Good
Hyderabad,2018-08-15,22.11,68.81,17.62,0.35,11.99,10.13,65.0,Satisfactory
Hyderabad,2018-08-16,7.78,10.87,19.87,0.3,15.01,5.69,40.0,Good
Hyderabad,2018-08-17,18.56,46.57,20.71,0.3,18.05,7.17,35.0,Good
Hyderabad,2018-08-18,15.3,41.14,17.73,0.29,18.6,8.0,44.0,Good
Hyderabad,2018-08-19,15.28,34.82,24.8,0.32,15.02,6.84,48.0,Good
Hyderabad,2018-08-20,13.19,31.47,21.95,0.27,14.53,5.98,47.0,Good
Hyderabad,2018-08-21,10.08,23.02,19.61,0.25,14.24,6.73,34.0,Good
Hyderabad,2018-08-22,10.33,29.62,22.71,0.29,13.14,8.08,39.0,Good
Hyderabad,2018-08-23,12.51,38.94,23.7,0.29,11.2,8.73,40.0,Good
Hyderabad,2018-08-24,14.36,56.52,24.14,0.31,12.62,8.55,48.0,Good
Hyderabad,2018-08-25,15.34,55.37,25.68,0.29,12.26,7.55,52.0,Satisfactory
Hyderabad,2018-08-26,14.61,45.18,24.79,0.27,11.18,7.85,50.0,Good
Hyderabad,2018-08-27,15.31,40.27,27.1,0.3,9.29,7.61,48.0,Good
Hyderabad,2018-08-28,16.51,45.72,27.6,0.28,12.08,6.97,48.0,Good
Hyderabad,2018-08-29,20.98,64.42,26.87,0.29,15.33,8.39,53.0,Satisfactory
Hyderabad,2018-08-30,24.66,82.96,26.52,0.29,18.68,8.85,68.0,Satisfactory
Hyderabad,2018-08-31,22.43,75.11,27.25,0.3,15.88,7.13,77.0,Satisfactory
Hyderabad,2018-09-01,23.16,71.26,26.37,0.31,15.43,8.74,70.0,Satisfactory
Hyderabad,2018-09-02,18.51,47.92,25.86,0.34,14.04,6.4,50.0,Good
Hyderabad,2018-09-03,15.84,39.37,23.73,0.34,13.7,7.13,48.0,Good
Hyderabad,2018-09-04,20.36,66.88,25.6,0.31,13.86,7.74,50.0,Good
Hyderabad,2018-09-05,27.05,87.39,26.36,0.38,14.3,8.05,72.0,Satisfactory
Hyderabad,2018-09-06,25.36,83.21,26.76,0.31,14.29,7.84,76.0,Satisfactory
Hyderabad,2018-09-07,25.42,79.97,22.74,0.32,17.95,7.79,82.0,Satisfactory
Hyderabad,2018-09-08,21.61,55.67,18.35,0.33,19.94,9.3,62.0,Satisfactory
Hyderabad,2018-09-09,34.85,91.9,24.19,0.42,23.55,8.8,79.0,Satisfactory
Hyderabad,2018-09-10,38.35,94.94,32.15,0.46,27.14,7.75,86.0,Satisfactory
Hyderabad,2018-09-11,33.85,66.55,38.45,0.57,25.02,6.42,79.0,Satisfactory
Hyderabad,2018-09-12,35.06,53.38,35.45,0.59,20.9,5.67,71.0,Satisfactory
Hyderabad,2018-09-13,41.83,77.55,36.44,0.6,21.97,6.0,78.0,Satisfactory
Hyderabad,2018-09-14,42.24,85.86,36.56,0.53,30.31,7.04,85.0,Satisfactory
Hyderabad,2018-09-15,43.69,89.53,36.45,0.51,27.22,6.77,92.0,Satisfactory
Hyderabad,2018-09-16,48.98,89.05,33.93,0.5,22.86,7.78,101.0,Moderate
Hyderabad,2018-09-17,35.58,61.65,22.67,0.41,24.49,8.41,85.0,Satisfactory
Hyderabad,2018-09-18,39.68,63.97,25.48,0.45,21.89,6.81,68.0,Satisfactory
Hyderabad,2018-09-19,38.6,84.63,31.56,0.45,21.57,6.9,79.0,Satisfactory
Hyderabad,2018-09-20,40.88,97.71,30.3,0.42,23.53,7.14,81.0,Satisfactory
Hyderabad,2018-09-21,37.91,78.9,27.55,0.38,21.72,8.39,91.0,Satisfactory
Hyderabad,2018-09-22,27.29,58.1,23.11,0.34,27.07,6.23,62.0,Satisfactory
Hyderabad,2018-09-23,32.25,62.49,27.46,0.44,28.19,6.13,65.0,Satisfactory
Hyderabad,2018-09-24,34.94,68.68,36.88,0.62,21.51,5.85,62.0,Satisfactory
Hyderabad,2018-09-25,41.46,86.95,38.18,0.66,20.19,6.42,84.0,Satisfactory
Hyderabad,2018-09-26,53.68,107.41,44.83,0.8,16.94,8.2,108.0,Moderate
Hyderabad,2018-09-27,43.09,78.57,36.52,0.54,24.45,6.93,95.0,Satisfactory
Hyderabad,2018-09-28,45.92,99.06,38.03,0.58,15.53,7.03,92.0,Satisfactory
Hyderabad,2018-09-29,55.39,107.62,38.38,0.64,17.26,7.08,100.0,Satisfactory
Hyderabad,2018-09-30,67.69,129.23,37.28,0.62,24.96,9.16,118.0,Moderate
Hyderabad,2018-10-01,63.16,122.8,38.16,0.5,23.41,7.78,128.0,Moderate
Hyderabad,2018-10-02,37.8,80.37,33.16,0.49,22.58,5.89,94.0,Satisfactory
Hyderabad,2018-10-03,36.5,79.0,32.41,0.45,23.91,5.74,72.0,Satisfactory
Hyderabad,2018-10-04,39.63,85.85,33.83,0.45,24.63,5.14,79.0,Satisfactory
Hyderabad,2018-10-05,39.8,103.38,34.47,0.43,29.57,6.26,84.0,Satisfactory
Hyderabad,2018-10-06,56.36,136.25,42.33,0.56,29.21,8.43,109.0,Moderate
Hyderabad,2018-10-07,65.91,139.95,39.75,0.5,29.27,6.99,124.0,Moderate
Hyderabad,2018-10-08,64.44,144.33,40.33,0.56,28.65,9.45,130.0,Moderate
Hyderabad,2018-10-09,60.07,146.71,46.53,0.54,23.73,17.26,124.0,Moderate
Hyderabad,2018-10-10,56.5,150.65,48.32,0.48,21.94,13.82,128.0,Moderate
Hyderabad,2018-10-11,52.63,148.36,43.03,0.46,25.52,14.89,120.0,Moderate
Hyderabad,2018-10-12,54.39,132.24,42.79,0.53,27.9,13.5,121.0,Moderate
Hyderabad,2018-10-13,58.56,130.27,46.54,0.64,21.39,10.8,118.0,Moderate
Hyderabad,2018-10-14,54.35,111.45,36.76,0.47,27.41,9.08,108.0,Moderate
Hyderabad,2018-10-15,58.24,107.55,35.21,0.53,28.29,9.14,100.0,Satisfactory
Hyderabad,2018-10-16,53.26,90.41,32.39,0.46,26.04,4.76,105.0,Moderate
Hyderabad,2018-10-17,41.03,53.89,34.67,0.58,19.11,4.21,83.0,Satisfactory
Hyderabad,2018-10-18,40.35,57.72,31.81,0.55,21.12,3.64,73.0,Satisfactory
Hyderabad,2018-10-19,43.99,80.57,37.92,0.52,24.15,3.92,74.0,Satisfactory
Hyderabad,2018-10-20,58.44,128.56,47.2,0.68,26.5,6.19,105.0,Moderate
Hyderabad,2018-10-21,61.34,131.27,44.57,0.61,26.96,5.23,119.0,Moderate
Hyderabad,2018-10-22,66.82,144.33,51.4,0.72,27.86,9.47,125.0,Moderate
Hyderabad,2018-10-23,67.12,139.91,45.12,0.67,30.64,6.04,133.0,Moderate
Hyderabad,2018-10-24,67.52,125.13,46.11,0.89,28.14,6.88,142.0,Moderate
Hyderabad,2018-10-25,60.72,124.74,45.35,0.61,28.84,8.39,128.0,Moderate
Hyderabad,2018-10-26,48.68,123.62,47.97,0.46,31.72,11.76,107.0,Moderate
Hyderabad,2018-10-27,57.44,145.22,60.75,0.68,27.8,16.45,117.0,Moderate
Hyderabad,2018-10-28,56.51,134.88,46.84,0.55,36.66,14.29,120.0,Moderate
Hyderabad,2018-10-29,56.02,130.4,46.3,0.5,41.62,19.41,110.0,Moderate
Hyderabad,2018-10-30,57.32,121.32,47.35,0.58,41.46,14.14,115.0,Moderate
Hyderabad,2018-10-31,56.98,120.91,47.69,0.56,34.51,14.98,117.0,Moderate
Hyderabad,2018-11-01,50.87,109.17,45.19,0.59,26.9,11.42,106.0,Moderate
Hyderabad,2018-11-02,34.07,76.12,37.54,0.56,19.95,6.15,86.0,Satisfactory
Hyderabad,2018-11-03,25.96,59.8,32.84,0.48,23.14,4.13,58.0,Satisfactory
Hyderabad,2018-11-04,24.88,48.95,30.95,0.51,25.91,3.89,55.0,Satisfactory
Hyderabad,2018-11-05,32.8,68.87,36.41,0.53,27.53,4.62,64.0,Satisfactory
Hyderabad,2018-11-06,44.66,94.97,39.76,0.58,31.15,5.76,80.0,Satisfactory
Hyderabad,2018-11-07,54.63,103.16,38.84,0.52,34.91,8.73,95.0,Satisfactory
Hyderabad,2018-11-08,59.82,109.93,35.89,0.55,41.0,7.39,107.0,Moderate
Hyderabad,2018-11-09,64.36,125.75,42.33,0.54,36.77,10.52,114.0,Moderate
Hyderabad,2018-11-10,69.5,136.07,44.02,0.58,42.35,16.11,129.0,Moderate
Hyderabad,2018-11-11,61.15,129.81,44.85,0.58,44.0,18.58,131.0,Moderate
Hyderabad,2018-11-12,62.68,148.54,50.55,0.58,43.16,27.46,127.0,Moderate
Hyderabad,2018-11-13,66.08,150.01,56.68,0.68,34.36,32.99,134.0,Moderate
Hyderabad,2018-11-14,67.28,159.01,60.17,0.76,35.17,28.68,139.0,Moderate
Hyderabad,2018-11-15,58.4,140.37,52.31,0.73,30.37,23.55,133.0,Moderate
Hyderabad,2018-11-16,46.2,115.57,45.12,0.61,25.38,14.26,118.0,Moderate
Hyderabad,2018-11-17,23.09,59.77,32.04,0.47,20.36,4.64,76.0,Satisfactory
Hyderabad,2018-11-18,19.06,50.4,29.19,0.43,18.99,4.63,57.0,Satisfactory
Hyderabad,2018-11-19,26.04,61.77,32.18,0.45,21.05,4.53,53.0,Satisfactory
Hyderabad,2018-11-20,52.12,112.36,43.52,0.58,29.47,9.77,86.0,Satisfactory
Hyderabad,2018-11-21,63.08,139.98,44.09,0.58,36.71,13.92,129.0,Moderate
Hyderabad,2018-11-22,66.0,137.89,46.07,0.6,34.42,9.72,131.0,Moderate
Hyderabad,2018-11-23,71.81,147.11,47.8,0.65,32.72,15.7,133.0,Moderate
Hyderabad,2018-11-24,72.98,155.13,53.95,0.72,36.63,15.99,148.0,Moderate
Hyderabad,2018-11-25,69.28,149.67,50.29,0.64,46.4,16.75,140.0,Moderate
Hyderabad,2018-11-26,63.01,150.75,53.44,0.67,44.11,18.36,135.0,Moderate
Hyderabad,2018-11-27,69.91,152.94,59.24,0.74,41.07,11.85,138.0,Moderate
Hyderabad,2018-11-28,73.48,155.16,59.43,0.77,43.73,8.85,142.0,Moderate
Hyderabad,2018-11-29,72.26,153.14,65.02,0.81,34.93,14.12,146.0,Moderate
Hyderabad,2018-11-30,67.69,145.96,56.72,0.67,40.48,20.32,139.0,Moderate
Hyderabad,2018-12-01,69.94,147.06,56.11,0.72,35.54,13.09,135.0,Moderate
Hyderabad,2018-12-02,71.17,145.82,52.98,0.74,34.25,9.29,137.0,Moderate
Hyderabad,2018-12-03,74.62,145.29,48.78,0.75,36.37,7.79,140.0,Moderate
Hyderabad,2018-12-04,77.72,147.65,47.55,0.76,37.26,8.53,154.0,Moderate
Hyderabad,2018-12-05,67.3,118.13,40.48,0.7,33.84,5.66,146.0,Moderate
Hyderabad,2018-12-06,62.87,111.3,41.39,0.74,29.75,4.21,123.0,Moderate
Hyderabad,2018-12-07,61.66,92.8,32.11,0.64,31.2,4.65,108.0,Moderate
Hyderabad,2018-12-08,76.14,122.93,34.16,0.71,36.84,4.23,132.0,Moderate
Hyderabad,2018-12-09,78.36,131.2,33.76,0.74,36.66,5.66,159.0,Moderate
Hyderabad,2018-12-10,77.94,132.25,30.74,0.63,36.29,5.63,161.0,Moderate
Hyderabad,2018-12-11,76.22,145.09,39.51,0.73,31.26,7.25,158.0,Moderate
Hyderabad,2018-12-12,74.78,134.84,36.07,0.68,36.7,5.85,153.0,Moderate
Hyderabad,2018-12-13,74.19,123.7,37.39,0.67,34.73,4.46,145.0,Moderate
Hyderabad,2018-12-14,74.48,119.8,41.82,0.8,24.87,6.86,144.0,Moderate
Hyderabad,2018-12-15,75.15,134.26,38.42,0.62,37.42,13.68,157.0,Moderate
Hyderabad,2018-12-16,76.15,149.24,39.24,0.61,49.21,16.29,151.0,Moderate
Hyderabad,2018-12-17,59.61,95.42,33.95,0.53,34.28,12.91,141.0,Moderate
Hyderabad,2018-12-18,22.35,34.08,29.09,0.4,20.98,9.12,67.0,Satisfactory
Hyderabad,2018-12-19,32.77,62.25,33.97,0.47,23.73,9.12,54.0,Satisfactory
Hyderabad,2018-12-20,44.72,93.15,43.69,0.67,22.1,11.57,76.0,Satisfactory
Hyderabad,2018-12-21,55.1,107.95,48.47,0.64,27.57,12.56,104.0,Moderate
Hyderabad,2018-12-22,72.66,139.71,52.59,0.67,36.75,10.82,127.0,Moderate
Hyderabad,2018-12-23,78.01,138.69,41.45,0.68,42.72,7.12,151.0,Moderate
Hyderabad,2018-12-24,76.81,154.46,44.67,0.68,34.26,10.6,159.0,Moderate
Hyderabad,2018-12-25,73.18,149.61,46.1,0.61,43.56,8.93,153.0,Moderate
Hyderabad,2018-12-26,67.91,119.15,36.25,0.69,39.08,6.85,136.0,Moderate
Hyderabad,2018-12-27,68.06,134.16,38.87,0.63,28.38,10.27,126.0,Moderate
Hyderabad,2018-12-28,64.1,138.43,44.84,0.62,36.78,16.12,131.0,Moderate
Hyderabad,2018-12-29,68.76,140.93,44.93,0.62,45.65,20.66,132.0,Moderate
Hyderabad,2018-12-30,71.7,142.41,45.42,0.67,44.23,17.59,139.0,Moderate
Hyderabad,2018-12-31,65.24,136.91,52.86,0.7,38.19,19.97,134.0,Moderate
Hyderabad,2019-01-01,66.79,143.42,63.82,0.94,31.99,22.51,132.0,Moderate
Hyderabad,2019-01-02,71.55,153.99,67.44,1.03,33.44,13.44,133.0,Moderate
Hyderabad,2019-01-03,69.7,146.69,67.01,0.97,32.47,13.01,141.0,Moderate
Hyderabad,2019-01-04,75.25,158.34,63.58,0.88,34.39,12.51,142.0,Moderate
Hyderabad,2019-01-05,73.03,140.13,50.4,0.78,40.43,8.17,148.0,Moderate
Hyderabad,2019-01-06,77.71,153.78,40.96,0.73,46.03,6.61,149.0,Moderate
Hyderabad,2019-01-07,76.5,157.71,49.16,0.76,40.13,9.93,155.0,Moderate
Hyderabad,2019-01-08,73.78,165.61,62.35,0.92,27.73,15.09,151.0,Moderate
Hyderabad,2019-01-09,74.7,164.93,71.55,0.94,28.57,24.2,146.0,Moderate
Hyderabad,2019-01-10,75.43,161.34,64.0,0.82,34.38,15.91,146.0,Moderate
Hyderabad,2019-01-11,75.77,143.85,47.6,0.74,39.24,6.42,153.0,Moderate
Hyderabad,2019-01-12,78.62,146.0,39.74,0.68,40.02,5.24,154.0,Moderate
Hyderabad,2019-01-13,72.03,120.93,37.2,0.62,40.0,4.84,154.0,Moderate
Hyderabad,2019-01-14,74.37,132.9,39.21,0.66,37.84,5.55,146.0,Moderate
Hyderabad,2019-01-15,75.13,145.13,42.04,0.75,35.6,10.91,147.0,Moderate
Hyderabad,2019-01-16,75.55,150.46,44.72,0.74,35.82,13.59,152.0,Moderate
Hyderabad,2019-01-17,73.51,156.89,57.06,0.83,30.21,9.96,150.0,Moderate
Hyderabad,2019-01-18,75.34,154.77,53.23,0.78,30.69,9.28,148.0,Moderate
